ID_Uzorka,GPS_LAT,GPS_LONG,Dubina_Busenja_cm,Temp_Tla_C,pH_Vrijednost,H2O_Postotak,Metan_Senzor,Organske_Molekule
1798,18.465415,77.385031,3.4,-18.7,6.28,1.52,Negativno,Ne
1799,18.485942,77.393702,10.9,-16.8,7.24,0.16,Negativno,Ne
1800,18.487956,77.399606,0.1,-4.3,6.73,2.48,Negativno,Ne
1801,18.46432,77.398967,3.0,-47.3,6.33,2.9,Negativno,Ne
1802,18.471143,77.384414,6.2,-22.4,6.08,1.41,Negativno,Ne
1803,18.480601,77.386334,12.2,-27.9,7.47,5.15,Negativno,Ne
1804,18.470771,77.378197,10.3,-26.2,7.72,5.23,Pozitivno,Ne
1805,18.490262,77.374327,7.9,-73.0,6.96,2.97,Negativno,Ne
1806,18.469208,77.3725,14.3,-56.6,7.53,3.88,Negativno,Ne
1807,18.483509,77.397067,7.6,-51.6,7.36,5.73,Negativno,Da
1808,18.480196,77.384392,5.7,-34.7,8.34,5.15,Negativno,Ne
1809,18.487718,77.392713,2.8,-55.5,7.58,5.16,Negativno,Ne
1810,18.473149,77.397589,14.4,-62.7,6.49,4.06,Pozitivno,Ne
1811,18.473466,77.373686,3.2,-71.2,7.01,0.66,Negativno,Ne
1812,18.473207,77.403124,0.3,-63.3,6.82,5.5,Pozitivno,Ne
1813,18.469053,77.374807,6.4,-35.4,6.48,5.02,Pozitivno,Ne
1814,18.463592,77.393198,3.4,-52.7,6.52,1.45,Negativno,Ne
1815,18.501272,77.394876,12.0,-55.3,6.9,0.3,Negativno,Ne
1816,18.471162,77.405033,8.6,-83.5,6.8,3.56,Negativno,Ne
1817,18.487321,77.390382,14.0,-28.6,6.85,2.05,Negativno,Ne
1818,18.465171,77.398034,1.7,-45.7,7.55,5.62,Negativno,Ne
1819,18.454262,77.404413,2.9,-28.9,6.25,4.92,Pozitivno,Ne
1820,18.474073,77.401734,3.7,-37.9,7.32,1.35,Negativno,Ne
1821,18.478779,77.389536,9.4,-59.0,7.68,4.7,Negativno,Ne
1822,18.478672,77.372296,6.1,-62.1,7.07,2.52,Negativno,Ne
1823,18.495961,77.401466,9.9,-46.2,7.36,0.32,Negativno,Ne
1824,18.467465,77.38689,3.1,-49.2,6.81,3.66,Negativno,Ne
1825,18.467737,77.382294,10.2,-29.2,7.41,2.58,Negativno,Ne
1826,18.485234,77.371477,6.2,-64.4,6.93,2.51,Negativno,Ne
1827,18.463803,77.386022,9.9,-38.0,7.44,2.69,Pozitivno,Ne
1828,18.469833,77.380485,4.2,-42.2,6.75,1.78,Negativno,Ne
1829,18.474806,77.397993,14.4,-57.3,6.42,4.89,Negativno,Ne
1830,18.490382,77.39137,2.1,-44.1,7.35,1.86,Negativno,Ne
1831,18.486309,77.384849,4.4,-47.8,6.92,5.45,Negativno,Ne
1832,18.487127,77.404502,6.2,-49.8,7.22,3.96,Negativno,Ne
1833,18.482984,77.382809,2.3,-68.5,6.76,3.74,Negativno,Ne
1834,18.48125,77.399277,1.8,-83.2,6.73,0.88,Negativno,Ne
1835,18.473778,77.393426,7.8,-46.6,6.63,4.98,Negativno,Ne
1836,18.488058,77.393718,4.8,-67.8,8.13,3.97,Negativno,Da
1837,18.475857,77.381973,12.4,-44.6,7.88,5.33,Negativno,Ne
1838,18.491811,77.379486,0.8,-54.1,7.07,5.43,Negativno,Ne
1839,18.489071,77.403847,4.4,-32.9,7.31,2.66,Negativno,Ne
1840,18.465865,77.403511,9.9,-64.2,7.26,0.16,Negativno,Ne
1841,18.475068,77.417887,5.4,-19.1,6.63,1.41,Negativno,Ne
1842,18.487925,77.370672,1.7,-52.7,6.81,2.99,Negativno,Ne
1843,18.479951,77.374667,10.8,-47.8,6.8,1.52,Negativno,Ne
1844,18.493749,77.41125,2.8,-28.3,7.02,4.42,Negativno,Ne
1845,18.48768,77.401937,12.1,-59.8,7.32,0.17,Negativno,Ne
1846,18.494394,77.405294,4.9,-54.6,6.53,2.76,Negativno,Ne
1847,18.482749,77.395835,7.5,-69.9,6.11,2.6,Negativno,Ne
1848,18.495119,77.382147,12.4,-70.8,7.25,5.86,Negativno,Ne
1849,18.48645,77.378432,8.2,-19.4,7.52,6.1019329534871565,Pozitivno,Da
1850,18.471206,77.403865,11.9,-29.3,6.81,0.26,Negativno,Ne
1851,18.460172,77.385905,11.6,-39.7,7.27,0.66,Negativno,Ne
1852,18.476885,77.391049,4.1,-58.2,6.43,1.26,Negativno,Ne
1853,18.466361,77.396731,9.0,-62.7,6.32,3.83,Negativno,Ne
1854,18.482574,77.392393,6.0,-65.1,7.48,3.75,Negativno,Ne
1855,18.49447,77.39256,13.3,-37.1,6.6,0.84,Negativno,Ne
1856,18.484476,77.395596,13.4,-49.0,6.07,5.51,Negativno,Ne
1857,18.482547,77.380303,4.4,-72.8,7.21,0.98,Negativno,Ne
1858,18.467684,77.395189,7.7,-31.2,7.12,3.14,Negativno,Ne
1859,18.480455,77.401868,6.2,-59.1,6.97,0.71,Negativno,Ne
1860,18.481211,77.375462,7.2,-77.3,7.52,5.13,Negativno,Ne
1861,18.478883,77.408721,3.7,-73.7,6.64,0.54,Pozitivno,Da
1862,18.477227,77.403545,8.8,-43.1,6.77,1.09,Negativno,Ne
1863,18.478068,77.393576,6.1,-71.0,7.08,0.28,Pozitivno,Ne
1864,18.475396,77.3764,13.9,-73.4,7.23,4.37,Negativno,Ne
1865,18.48485,77.394366,11.0,-66.5,7.63,0.78,Negativno,Ne
1866,18.479147,77.392779,3.7,-46.2,6.96,1.44,Negativno,Ne
1867,18.500654,77.39643,14.9,-27.6,6.39,4.29,Negativno,Ne
1868,18.479246,77.370925,2.8,-42.3,7.1,1.93,Negativno,Ne
1869,18.477853,77.383699,3.6,-61.9,6.92,2.47,Negativno,Ne
1870,18.483427,77.381509,5.6,-63.2,6.82,2.63,Negativno,Ne
1871,18.481641,77.368144,9.9,-34.0,6.91,0.24,Negativno,Ne
1872,18.467886,77.395849,2.5,-40.0,7.03,1.53,Negativno,Ne
1873,18.479995,77.383976,5.8,-54.7,6.42,4.73,Negativno,Ne
1874,18.47699,77.393874,5.1,-39.4,6.63,4.94,Negativno,Ne
1875,18.453696,77.396101,13.9,-44.0,7.37,0.37,Negativno,Ne
1876,18.47937,77.422288,10.6,-44.2,7.75,4.93,Negativno,Ne
1877,18.472644,77.396539,3.5,-36.4,7.41,3.56,Negativno,Ne
1878,18.480245,77.399544,10.1,-38.3,6.77,4.52,Negativno,Ne
1879,18.497194,77.388817,10.9,-41.0,7.31,4.58,Negativno,Ne
1880,18.494436,77.371493,6.9,-53.9,6.33,3.12,Negativno,Ne
1881,18.495152,77.393494,5.8,-55.5,7.28,1.45,Negativno,Ne
1882,18.485265,77.361519,2.0,-63.4,6.5,0.82,Negativno,Ne
1883,18.475434,77.386183,10.2,-39.6,7.23,3.25,Negativno,Ne
1884,18.4755,77.394829,8.0,-48.3,7.15,0.35,Negativno,Ne
1885,18.474235,77.372909,10.5,-27.0,6.59,3.79,Negativno,Ne
1886,18.491515,77.392015,11.0,-56.9,6.49,5.69,Negativno,Ne
1887,18.497352,77.38403,1.5,-35.8,6.5,0.26,Negativno,Ne
1888,18.471608,77.403384,8.6,-56.1,8.24,5.56,Negativno,Ne
1889,18.492186,77.387928,8.6,-92.1,7.21,2.36,Negativno,Ne
1890,18.50348,77.389815,1.7,-56.3,7.18,3.51,Negativno,Ne
1891,18.47533,77.379136,5.6,-44.8,6.28,4.67,Negativno,Ne
1892,18.466161,77.401049,8.6,-50.1,7.05,2.34,Negativno,Ne
1893,18.47231,77.397507,2.1,-59.5,7.68,1.87,Negativno,Ne
1894,18.493824,77.399757,6.0,-39.9,6.87,5.19,Negativno,Ne
1895,18.475175,77.39858,14.5,-57.5,7.18,3.3,Negativno,Ne
1896,18.46833,77.387995,7.4,-29.3,5.36,0.51,Negativno,Ne
1897,18.456103,77.388218,7.8,-62.2,7.41,2.15,Pozitivno,Ne
1898,18.472544,77.379703,11.3,-49.0,6.99,5.01,Negativno,Ne
1899,18.486521,77.387414,8.6,-8.0,6.74,7.909367678412053,Pozitivno,Da
1900,18.475117,77.394754,5.3,-49.8,7.01,2.62,Negativno,Ne
1901,18.48718,77.385311,14.3,-44.4,7.65,0.93,Negativno,Ne
1902,18.459182,77.406114,3.4,-20.8,8.17,3.83,Negativno,Ne
1903,18.476521,77.393089,0.6,-51.2,6.48,1.23,Negativno,Ne
1904,18.4753,77.395181,11.0,-39.0,7.39,1.12,Negativno,Ne
1905,18.48478,77.383539,12.0,-53.9,7.63,2.87,Negativno,Ne
1906,18.491729,77.414526,6.5,-33.0,7.01,1.43,Negativno,Ne
1907,18.491748,77.398279,12.3,-55.4,7.57,3.21,Negativno,Ne
1908,18.465483,77.392366,1.7,-63.2,7.94,1.21,Negativno,Ne
1909,18.460529,77.389538,11.8,-30.9,6.88,3.74,Negativno,Ne
1910,18.481759,77.406259,11.2,-48.9,7.02,1.52,Negativno,Ne
1911,18.472865,77.389013,2.4,-62.7,7.16,4.15,Negativno,Ne
1912,18.48085,77.386265,9.7,-69.8,6.76,2.5,Negativno,Ne
1913,18.475357,77.400684,10.7,-37.0,7.28,0.47,Pozitivno,Ne
1914,18.476851,77.399045,14.6,-25.3,7.56,4.52,Negativno,Ne
1915,18.496704,77.382853,4.4,-39.5,7.14,5.6,Negativno,Ne
1916,18.489979,77.39821,5.8,-50.2,6.9,2.48,Negativno,Ne
1917,18.474006,77.372874,6.9,-45.4,7.4,3.86,Negativno,Ne
1918,18.481957,77.379507,5.1,-40.8,7.41,3.79,Negativno,Ne
1919,18.477803,77.391713,4.8,-68.9,7.78,2.53,Negativno,Ne
1920,18.498374,77.39244,3.1,-65.3,7.31,4.81,Negativno,Ne
1921,18.488841,77.389632,6.6,-45.6,7.02,1.38,Negativno,Ne
1922,18.479726,77.384663,13.7,-47.1,6.89,1.93,Negativno,Da
1923,18.498035,77.397519,4.4,-43.5,6.95,4.26,Negativno,Ne
1924,18.483242,77.400404,2.6,-34.8,7.04,1.51,Negativno,Ne
1925,18.481711,77.389973,5.5,-33.4,7.48,2.61,Negativno,Ne
1926,18.471172,77.400288,1.5,-25.5,7.2,0.34,Negativno,Ne
1927,18.472815,77.389032,7.2,-32.5,6.74,1.74,Negativno,Ne
1928,18.476855,77.371905,10.4,-44.9,7.27,4.6,Negativno,Ne
1929,18.463712,77.383457,2.0,-52.4,7.61,3.05,Negativno,Ne
1930,18.498038,77.397836,7.8,-35.4,7.38,2.19,Negativno,Ne
1931,18.481582,77.396746,1.5,-52.6,6.5,4.17,Negativno,Ne
1932,18.494683,77.37652,9.7,-53.7,6.77,2.18,Negativno,Ne
1933,18.480196,77.38065,2.9,-57.9,7.54,1.27,Negativno,Ne
1934,18.47688,77.378085,5.3,-65.2,7.59,1.71,Negativno,Ne
1935,18.492928,77.400516,1.0,-52.7,6.61,1.51,Pozitivno,Ne
1936,18.486868,77.381364,3.4,-26.4,6.95,0.41,Negativno,Ne
1937,18.473081,77.399239,5.9,-62.7,7.31,3.04,Negativno,Ne
1938,18.447532,77.407798,3.9,-36.3,6.49,3.47,Negativno,Ne
1939,18.488646,77.399838,6.0,-89.9,6.69,3.25,Negativno,Ne
1940,18.477487,77.387429,6.9,-58.4,7.15,3.84,Negativno,Ne
1941,18.473268,77.392993,5.0,-47.2,7.96,1.53,Negativno,Ne
1942,18.491114,77.377563,7.9,-76.5,7.55,2.48,Negativno,Ne
1943,18.471858,77.381384,12.4,-40.1,6.62,3.84,Negativno,Ne
1944,18.472525,77.384521,3.1,-34.5,7.45,5.26,Negativno,Ne
1945,18.502298,77.396327,6.9,-49.4,7.62,3.28,Negativno,Ne
1946,18.473509,77.385198,2.7,-32.2,7.32,1.46,Negativno,Ne
1947,18.486343,77.380153,14.3,-6.4,6.1,10.011932953487158,Pozitivno,Da
1948,18.495402,77.378137,7.4,-44.8,7.08,2.8,Negativno,Ne
1949,18.467274,77.381866,0.4,-46.3,6.68,1.76,Negativno,Ne
1950,18.47149,77.388217,10.6,-46.0,7.33,0.46,Negativno,Ne
1951,18.470881,77.398219,9.2,-56.7,7.44,1.38,Negativno,Ne
1952,18.491959,77.406578,6.8,-41.4,7.45,0.34,Negativno,Ne
1953,18.472903,77.379433,6.0,-49.0,7.63,5.99,Negativno,Da
1954,18.471291,77.393253,12.9,-42.5,6.83,1.73,Negativno,Ne
1955,18.461746,77.402419,0.8,-56.9,6.98,5.54,Negativno,Ne
1956,18.500137,77.391458,6.9,-53.6,7.03,3.69,Negativno,Ne
1957,18.478476,77.389247,1.5,-48.4,7.42,4.52,Negativno,Ne
1958,18.497618,77.408251,6.6,-48.1,6.95,1.64,Negativno,Ne
1959,18.4832,77.380254,2.6,-38.1,6.89,3.67,Pozitivno,Ne
1960,18.474871,77.372172,13.1,-62.6,6.36,5.88,Negativno,Ne
1961,18.494134,77.394353,8.6,-49.8,7.18,4.44,Negativno,Ne
1962,18.475128,77.402574,4.6,-19.1,6.53,5.31,Negativno,Ne
1963,18.507227,77.381168,4.3,-55.5,7.18,2.72,Negativno,Ne
1964,18.475593,77.377986,1.5,-30.1,7.0,3.3,Pozitivno,Da
1965,18.483595,77.391879,3.4,-67.9,7.59,1.72,Negativno,Ne
1966,18.478462,77.371126,6.9,-53.8,6.26,0.16,Negativno,Ne
1967,18.497854,77.365758,5.1,-47.0,6.42,4.15,Negativno,Ne
1968,18.475557,77.382453,5.1,-41.7,7.74,5.12,Negativno,Ne
1969,18.493186,77.376323,7.9,-37.9,6.51,0.26,Negativno,Ne
1970,18.469791,77.378909,5.2,-56.3,7.35,4.83,Pozitivno,Ne
1971,18.486551,77.403891,8.3,-51.5,7.34,1.46,Negativno,Ne
1972,18.485243,77.391422,2.0,-37.4,7.46,4.12,Negativno,Ne
1973,18.465154,77.386709,5.7,-52.0,6.87,0.59,Pozitivno,Ne
1974,18.489048,77.390051,1.3,-33.6,7.9,4.78,Negativno,Ne
1975,18.463226,77.407325,9.1,-57.2,7.17,2.77,Negativno,Ne
1976,18.493012,77.390143,4.9,-61.8,5.89,4.16,Negativno,Ne
1977,18.472073,77.388444,1.3,-65.2,7.06,3.77,Negativno,Ne
1978,18.483265,77.395294,5.5,-40.7,7.57,5.41,Negativno,Ne
1979,18.46517,77.377286,10.8,-36.8,6.79,5.08,Negativno,Ne
1980,18.47382,77.368425,11.0,-42.0,7.37,4.75,Negativno,Ne
1981,18.494753,77.391742,0.2,-32.5,6.59,4.36,Negativno,Ne
1982,18.464711,77.394174,13.9,-31.8,7.05,2.03,Negativno,Ne
1983,18.470647,77.40236,9.4,-48.5,6.04,1.62,Negativno,Ne
1984,18.474368,77.380059,8.3,-65.7,7.42,1.33,Negativno,Ne
1985,18.486383,77.41155,12.5,-60.9,7.14,4.63,Negativno,Ne
1986,18.474707,77.386478,3.1,-53.4,7.35,4.49,Negativno,Ne
1987,18.467405,77.391485,4.6,-62.7,6.61,1.11,Pozitivno,Ne
1988,18.483815,77.378655,5.2,-13.3,6.86,7.481932953487156,Pozitivno,Da
1989,18.479422,77.37941,0.4,-67.2,7.11,1.54,Negativno,Da
1990,18.487499,77.388811,4.1,-66.4,7.98,3.59,Negativno,Ne
1991,18.490575,77.401541,2.6,-40.7,6.41,2.5,Negativno,Ne
1992,18.490553,77.372311,11.2,-49.8,6.59,1.64,Negativno,Ne
1993,18.479405,77.395596,7.4,-40.1,7.1,5.87,Negativno,Ne
1994,18.500871,77.387564,2.5,-47.3,7.52,3.34,Negativno,Ne
1995,18.483641,77.388082,10.3,-13.8,7.16,5.779367678412054,Pozitivno,Da
1996,18.462314,77.40237,7.9,-33.7,7.24,5.91,Negativno,Ne
1997,18.485723,77.388155,4.5,-11.9,7.15,6.5193676784120544,Pozitivno,Da
1998,18.471246,77.371144,6.3,-42.8,8.01,3.33,Pozitivno,Ne
1999,18.476055,77.392098,10.9,-70.7,7.48,2.81,Negativno,Ne
2000,18.469815,77.391791,11.2,-48.3,6.21,1.14,Negativno,Ne
